# i re im
3.152000000000000000e+03 4.404870423393963247e-05 5.414529794443938136e-05
3.153000000000000000e+03 5.752382502584519252e-05 3.944250382001188008e-05
3.154000000000000000e+03 6.826627407153360223e-05 1.979039523426473479e-05
3.155000000000000000e+03 7.276109079521805433e-05 -4.909238193786716891e-06
3.156000000000000000e+03 6.743795142916591883e-05 -3.178331162698604703e-05
3.157000000000000000e+03 5.091322209139739530e-05 -5.554982093750932990e-05
3.158000000000000000e+03 2.527792704066470116e-05 -7.048234171373195700e-05
3.159000000000000000e+03 -4.228775433026492857e-06 -7.276812168234322972e-05
3.160000000000000000e+03 -3.097799156477391792e-05 -6.210861604369101723e-05
3.161000000000000000e+03 -4.930704891611801697e-05 -4.184307832323197300e-05
3.162000000000000000e+03 -5.640079794469498101e-05 -1.759785621131426889e-05
3.163000000000000000e+03 -5.289289239794030820e-05 4.848614762514263792e-06
3.164000000000000000e+03 -4.204710353835703208e-05 2.147742948914967338e-05
3.165000000000000000e+03 -2.807858929378480821e-05 3.092117589518235518e-05
3.166000000000000000e+03 -1.448688962622587786e-05 3.413498164649094352e-05
3.167000000000000000e+03 -3.105485151245332277e-06 3.323589351229434808e-05
3.168000000000000000e+03 5.879983269965698671e-06 3.019931209357183829e-05
3.169000000000000000e+03 1.316669482449932543e-05 2.603122312219892116e-05
3.170000000000000000e+03 1.935448421483982942e-05 2.070654863389902425e-05
3.171000000000000000e+03 2.429758362018344232e-05 1.374975136763127537e-05
3.172000000000000000e+03 2.709097315029754797e-05 5.035889132344984131e-06
3.173000000000000000e+03 2.662821236108489019e-05 -4.679568990750286971e-06
3.174000000000000000e+03 2.236211540849670747e-05 -1.380422337735455052e-05
3.175000000000000000e+03 1.480413414212614420e-05 -2.048598254451123121e-05
3.176000000000000000e+03 5.484827890422551427e-06 -2.338301304262894746e-05
3.177000000000000000e+03 -3.581186534850370021e-06 -2.221126226674349712e-05
3.178000000000000000e+03 -1.063171480301967214e-05 -1.780702079668934292e-05
3.179000000000000000e+03 -1.473524090188351296e-05 -1.171032362821120775e-05
3.180000000000000000e+03 -1.595598615018336584e-05 -5.507939889754480609e-06
3.181000000000000000e+03 -1.507844405002268422e-05 -2.728577867426119284e-07
3.182000000000000000e+03 -1.308645139955739297e-05 3.654585595650706452e-06
3.183000000000000000e+03 -1.068913702936170957e-05 6.504664388089448105e-06
3.184000000000000000e+03 -8.110588400933481303e-06 8.692183141498451059e-06
3.185000000000000000e+03 -5.195589120254851239e-06 1.043917953210469731e-05
3.186000000000000000e+03 -1.720995801646342500e-06 1.159576967282283925e-05
3.187000000000000000e+03 2.280173505781667121e-06 1.172384546340687286e-05
3.188000000000000000e+03 6.362440431333077154e-06 1.037821507825825597e-05
3.189000000000000000e+03 9.760979598818069625e-06 7.426428425713478555e-06
3.190000000000000000e+03 1.168757302388949449e-05 3.234453236707015748e-06
3.191000000000000000e+03 1.167090453788298545e-05 -1.390327120123412030e-06
3.192000000000000000e+03 9.761468975676040983e-06 -5.475262167428173031e-06
3.193000000000000000e+03 6.503511668589148733e-06 -8.235263750619036834e-06
3.194000000000000000e+03 2.710593337976898566e-06 -9.321817509487618378e-06
3.195000000000000000e+03 -8.314519623387060497e-07 -8.862379182457162452e-06
3.196000000000000000e+03 -3.594970745083882056e-06 -7.305890295426726577e-06
3.197000000000000000e+03 -5.390533361948624906e-06 -5.187178709614975381e-06
3.198000000000000000e+03 -6.294929950309097653e-06 -2.933136962137147720e-06
3.199000000000000000e+03 -6.498424505022512192e-06 -7.821349420523407169e-07
3.200000000000000000e+03 -6.160493953653778267e-06 1.183416691948384310e-06
3.201000000000000000e+03 -5.341881948945541819e-06 2.935058752944113032e-06
3.202000000000000000e+03 -4.033693231533756678e-06 4.394863941827812509e-06
3.203000000000000000e+03 -2.257315396749310248e-06 5.392678538133089121e-06
3.204000000000000000e+03 -1.650882023685852162e-07 5.715230093166992266e-06
3.205000000000000000e+03 1.931815496888377648e-06 5.219385013817096376e-06
3.206000000000000000e+03 3.641637118207263633e-06 3.940120399538463680e-06
3.207000000000000000e+03 4.635980154371522165e-06 2.121335496385456248e-06
3.208000000000000000e+03 4.774560153670774469e-06 1.494045879705762934e-07
3.209000000000000000e+03 4.140982217572117401e-06 -1.574068443036489414e-06
3.210000000000000000e+03 2.988067062567935993e-06 -2.756139007258604989e-06
3.211000000000000000e+03 1.636593841588213271e-06 -3.288111114743684543e-06
3.212000000000000000e+03 3.740969300603695491e-07 -3.249605918933541966e-06
3.213000000000000000e+03 -6.203728118921215385e-07 -2.840298866800906556e-06
3.214000000000000000e+03 -1.303122355515546343e-06 -2.267456113063451488e-06
3.215000000000000000e+03 -1.733933605870265225e-06 -1.656023092657234061e-06
3.216000000000000000e+03 -2.000508922642190012e-06 -1.034100897208914906e-06
3.217000000000000000e+03 -2.146273000230983335e-06 -3.856026982818367715e-07
3.218000000000000000e+03 -2.145092060333879220e-06 2.900015983375020275e-07
3.219000000000000000e+03 -1.935713228831182920e-06 9.513481803993978137e-07
3.220000000000000000e+03 -1.484131179656624842e-06 1.521014384048103855e-06
3.221000000000000000e+03 -8.282925446650106799e-07 1.903858566178450720e-06
3.222000000000000000e+03 -7.656664082123490882e-08 2.015748986314691436e-06
3.223000000000000000e+03 6.301821813732649397e-07 1.821915930194161185e-06
3.224000000000000000e+03 1.167137215287580831e-06 1.368009861225761125e-06
3.225000000000000000e+03 1.461107789346352049e-06 7.716551039629418224e-07
3.226000000000000000e+03 1.505537812127573509e-06 1.714231944331403840e-07
3.227000000000000000e+03 1.351258825208852825e-06 -3.314607240990538434e-07
3.228000000000000000e+03 1.077514001670692255e-06 -6.956137485729313486e-07
3.229000000000000000e+03 7.552439332002036534e-07 -9.251868176649548336e-07
3.230000000000000000e+03 4.251215669523484188e-07 -1.044379327610913175e-06
3.231000000000000000e+03 9.940956948885176415e-08 -1.079133571822056155e-06
3.232000000000000000e+03 -2.204675325326219759e-07 -1.041491045336711395e-06
3.233000000000000000e+03 -5.277543367640499798e-07 -9.210516717861185518e-07
3.234000000000000000e+03 -7.989790749793691407e-07 -6.961765326547940526e-07
3.235000000000000000e+03 -9.904096629229349119e-07 -3.657139816252459981e-07
3.236000000000000000e+03 -1.049429640110847826e-06 2.798938339436965932e-08
3.237000000000000000e+03 -9.444102786544815268e-07 4.081291369180899903e-07
3.238000000000000000e+03 -6.910196033170422010e-07 6.984996816416767662e-07
3.239000000000000000e+03 -3.512212728823810081e-07 8.529746155187047188e-07
3.240000000000000000e+03 -3.555532382237969281e-09 8.631983833560854622e-07
3.241000000000000000e+03 2.884992912239935664e-07 7.492157630921574667e-07
3.242000000000000000e+03 4.904014123107566261e-07 5.484873247819361266e-07
3.243000000000000000e+03 5.919152416460080116e-07 3.064476748380933359e-07
3.244000000000000000e+03 5.996206249236102370e-07 6.824313909628968536e-08
3.245000000000000000e+03 5.328019891453034416e-07 -1.312705288428817378e-07
3.246000000000000000e+03 4.197789465892859093e-07 -2.750635044627946434e-07
3.247000000000000000e+03 2.871742409966265079e-07 -3.655978380240564078e-07
3.248000000000000000e+03 1.491413467452010413e-07 -4.151628426553535264e-07
3.249000000000000000e+03 6.744794865121857653e-09 -4.312177199781166463e-07
3.250000000000000000e+03 -1.389020809477047529e-07 -4.077833382659299655e-07
3.251000000000000000e+03 -2.743312162218926280e-07 -3.334846638698794572e-07
3.252000000000000000e+03 -3.740904460666626178e-07 -2.079031211870919437e-07
3.253000000000000000e+03 -4.149087593250858444e-07 -5.161885121534695263e-08
3.254000000000000000e+03 -3.891941550982291310e-07 1.010045028056750716e-07
3.255000000000000000e+03 -3.087995765678070634e-07 2.179878645571939321e-07
3.256000000000000000e+03 -1.976517663341246664e-07 2.831316111902267011e-07
3.257000000000000000e+03 -8.212943052458201482e-08 2.974371164106299417e-07
3.258000000000000000e+03 1.735362780152820118e-08 2.729530798884733107e-07
3.259000000000000000e+03 9.027115989331637187e-08 2.240125170968010730e-07
3.260000000000000000e+03 1.361785859037457683e-07 1.626290057871670523e-07
3.261000000000000000e+03 1.597044087105484469e-07 9.739897488725724076e-08
3.262000000000000000e+03 1.658765870446414498e-07 3.547679348491796228e-08
3.263000000000000000e+03 1.578841730773190253e-07 -1.826047303990762110e-08
3.264000000000000000e+03 1.381973505746261479e-07 -6.346163283277090220e-08
3.265000000000000000e+03 1.079821427391342171e-07 -1.042685409874690952e-07
3.266000000000000000e+03 6.680067135565713192e-08 -1.416749752060489353e-07
3.267000000000000000e+03 1.395829713740293551e-08 -1.675274726507991106e-07
3.268000000000000000e+03 -4.663197594790923653e-08 -1.683910645276533340e-07
3.269000000000000000e+03 -1.046268892174461115e-07 -1.386403281038509523e-07
3.270000000000000000e+03 -1.464463851452844214e-07 -8.710344026453375333e-08
3.271000000000000000e+03 -1.629695993040720803e-07 -3.130236945559848159e-08
3.272000000000000000e+03 -1.537913883065987243e-07 1.589498392442111549e-08
3.273000000000000000e+03 -1.265518179751357007e-07 5.232138207196308388e-08
3.274000000000000000e+03 -9.135727840750815114e-08 8.172791991141278457e-08
3.275000000000000000e+03 -5.612473824343715373e-08 1.035108423911629803e-07
3.276000000000000000e+03 -2.379671535992489915e-08 1.110675758324965707e-07
3.277000000000000000e+03 5.755811176905409882e-09 9.965615585751565057e-08
3.278000000000000000e+03 3.246914830548341707e-08 7.525300901381769991e-08
3.279000000000000000e+03 5.330378267538213281e-08 5.090609942405099888e-08
3.280000000000000000e+03 6.442275187058116854e-08 3.436979699315008512e-08
3.281000000000000000e+03 6.426807965898656288e-08 1.923335530937953994e-08
3.282000000000000000e+03 5.492543621037214399e-08 -7.130588494151187682e-09
3.283000000000000000e+03 3.884931403251750898e-08 -4.655469060944606472e-08
3.284000000000000000e+03 1.681385827958239360e-08 -8.161414155497387018e-08
3.285000000000000000e+03 -1.105643217065065778e-08 -9.017493772229883068e-08
3.286000000000000000e+03 -4.088960843393076851e-08 -6.825313128653210296e-08
3.287000000000000000e+03 -6.496948851491336781e-08 -3.623345630405819685e-08
3.288000000000000000e+03 -7.628364993222105648e-08 -1.733643291743576414e-08
3.289000000000000000e+03 -7.462878447604868615e-08 -1.357845644087585206e-08
3.290000000000000000e+03 -6.570698892445643402e-08 -6.270055470382595064e-09
3.291000000000000000e+03 -5.561469587161589224e-08 1.799952071818324317e-08
3.292000000000000000e+03 -4.564528544452822202e-08 4.931238582593055612e-08
3.293000000000000000e+03 -3.412354921573185386e-08 6.544373073922054252e-08
3.294000000000000000e+03 -2.048733454529262434e-08 5.964744607508381409e-08
3.295000000000000000e+03 -7.639548460294353788e-09 4.792985129138514582e-08
3.296000000000000000e+03 1.292161295007931309e-09 4.709219529475646253e-08
3.297000000000000000e+03 5.775389694119355225e-09 5.080058873591859657e-08
3.298000000000000000e+03 7.973120320389856474e-09 3.820920737506555181e-08
3.299000000000000000e+03 8.784025801051129235e-09 3.827059671007251002e-09
3.300000000000000000e+03 6.557188029290598626e-09 -3.000609873236947080e-08
3.301000000000000000e+03 -1.067888289350430940e-09 -3.798889332019043085e-08
3.302000000000000000e+03 -1.302930636621548917e-08 -2.071524403208164972e-08
3.303000000000000000e+03 -2.523010660189688645e-08 -9.622047422195876630e-10
3.304000000000000000e+03 -3.365064600654039900e-08 7.471415056204524928e-09
3.305000000000000000e+03 -3.776027089297663835e-08 1.244250674238056152e-08
3.306000000000000000e+03 -3.896090869451799908e-08 2.253933107495640768e-08
3.307000000000000000e+03 -3.857799253626288569e-08 2.598059898122069795e-08
3.308000000000000000e+03 -3.695318137208991533e-08 7.878831989674089338e-09
3.309000000000000000e+03 -3.507019234632903859e-08 -1.818404095399083367e-08
3.310000000000000000e+03 -3.344625102300429431e-08 -1.544396983959487556e-08
3.311000000000000000e+03 -3.102916310415816100e-08 2.796867386514327482e-08
3.312000000000000000e+03 -2.548390305421877808e-08 7.327635168425562465e-08
3.313000000000000000e+03 -1.713797429151927560e-08 7.053640046324835287e-08
3.314000000000000000e+03 -9.676927057238924193e-09 2.179612831543423231e-08
3.315000000000000000e+03 -7.047052242521581133e-09 -1.768543507683314325e-08
3.316000000000000000e+03 -8.401305424400387118e-09 -6.800873727860538475e-09
3.317000000000000000e+03 -9.535934914473193325e-09 2.902837081382350756e-08
3.318000000000000000e+03 -8.223355609463523029e-09 3.269567570914761960e-08
3.319000000000000000e+03 -8.053209312154026058e-09 -7.998456300982773042e-09
3.320000000000000000e+03 -1.342304520085100342e-08 -4.221197050578647242e-08
3.321000000000000000e+03 -2.322717306730337752e-08 -2.361632235778490167e-08
3.322000000000000000e+03 -3.041599229080045627e-08 2.701987088845616842e-08
3.323000000000000000e+03 -3.037781325791616475e-08 4.609885764974823916e-08
3.324000000000000000e+03 -2.605362389948551727e-08 8.878997326327916900e-09
3.325000000000000000e+03 -2.464069079819058158e-08 -3.903218191506734479e-08
3.326000000000000000e+03 -2.839067666737883264e-08 -3.834100282762142007e-08
3.327000000000000000e+03 -3.265066497847315537e-08 1.063013134541980292e-08
3.328000000000000000e+03 -3.160037677208991969e-08 5.058195115578678621e-08
3.329000000000000000e+03 -2.572342775656669702e-08 3.704778960535293163e-08
3.330000000000000000e+03 -2.033494164291727117e-08 -1.034132515414034668e-08
3.331000000000000000e+03 -1.940130585149992515e-08 -3.548795233437111094e-08
3.332000000000000000e+03 -2.090485289604926828e-08 -1.197711571252725578e-08
3.333000000000000000e+03 -2.053276590214918641e-08 2.983083970960612233e-08
3.334000000000000000e+03 -1.684798692883321379e-08 4.335219768737913150e-08
3.335000000000000000e+03 -1.335529338747526166e-08 1.934886432696551374e-08
3.336000000000000000e+03 -1.369427632883683680e-08 -7.896406406857039958e-09
3.337000000000000000e+03 -1.766126168686093493e-08 -5.569909043178453617e-09
3.338000000000000000e+03 -2.093977001520890045e-08 2.013879676598695256e-08
3.339000000000000000e+03 -2.046115499998959422e-08 3.490621167752826026e-08
3.340000000000000000e+03 -1.747784462582811856e-08 1.997373921591168957e-08
3.341000000000000000e+03 -1.675790768368876489e-08 -7.225936082064988860e-09
3.342000000000000000e+03 -2.090307487220532953e-08 -1.576265188850363885e-08
3.343000000000000000e+03 -2.765160472617818166e-08 1.584445828292406888e-09
3.344000000000000000e+03 -3.130200574264584719e-08 2.297665189069513240e-08
3.345000000000000000e+03 -2.887528140190988643e-08 2.499786631929401291e-08
3.346000000000000000e+03 -2.270805374207016723e-08 9.431758183498617339e-09
3.347000000000000000e+03 -1.869598886545805818e-08 -2.821411467641819136e-09
3.348000000000000000e+03 -2.031555089918203634e-08 2.542848662334632482e-09
3.349000000000000000e+03 -2.642490687581333665e-08 1.808953009567552552e-08
3.350000000000000000e+03 -3.242315300849348162e-08 2.717016347008876055e-08
3.351000000000000000e+03 -3.485965405512434638e-08 2.371532887823715425e-08
3.352000000000000000e+03 -3.307785952443306904e-08 1.762506397748063769e-08
3.353000000000000000e+03 -2.921953787509640370e-08 2.009223063114355809e-08
3.354000000000000000e+03 -2.554161871731590503e-08 2.992422163727346810e-08
3.355000000000000000e+03 -2.386135617952599153e-08 3.447439942283994543e-08
3.356000000000000000e+03 -2.477555045299400945e-08 2.529259692347301586e-08
3.357000000000000000e+03 -2.819348117480954878e-08 8.378080560655410454e-09
3.358000000000000000e+03 -3.216136146254431592e-08 -6.447214623484332910e-10
3.359000000000000000e+03 -3.397828882406950098e-08 6.655250654518333836e-09
3.360000000000000000e+03 -3.149837138852297933e-08 2.357301509051786840e-08
3.361000000000000000e+03 -2.566489290453734288e-08 3.576465217498786611e-08
3.362000000000000000e+03 -1.930176326250257806e-08 3.699225746171189957e-08
3.363000000000000000e+03 -1.521949234994650402e-08 3.291501723422613917e-08
3.364000000000000000e+03 -1.354080264687767881e-08 3.219395683278297068e-08
3.365000000000000000e+03 -1.300234965199318368e-08 3.491598761680951025e-08
3.366000000000000000e+03 -1.236107756832684131e-08 3.378224820993830446e-08
3.367000000000000000e+03 -1.221329168177953077e-08 2.278405805732069752e-08
3.368000000000000000e+03 -1.354495005868736146e-08 4.543072860434427430e-09
3.369000000000000000e+03 -1.727315241427808780e-08 -1.306163394694074170e-08
3.370000000000000000e+03 -2.313294798095440732e-08 -2.322918165804828034e-08
3.371000000000000000e+03 -3.049070529324313072e-08 -2.464189174422788171e-08
3.372000000000000000e+03 -3.759068412302329763e-08 -1.892145608599893842e-08
3.373000000000000000e+03 -4.249885558412209862e-08 -8.483374054477768421e-09
3.374000000000000000e+03 -4.325581710974372434e-08 4.556170638571260922e-09
3.375000000000000000e+03 -3.968008906094872609e-08 1.645334414619536442e-08
3.376000000000000000e+03 -3.291614548779135692e-08 2.331174412764240743e-08
3.377000000000000000e+03 -2.549149447768710761e-08 2.302059733026502370e-08
3.378000000000000000e+03 -1.942770990678127844e-08 1.768611382051838737e-08
3.379000000000000000e+03 -1.606418524012325944e-08 1.143516369772312289e-08
3.380000000000000000e+03 -1.502406395138048414e-08 8.448870376849838603e-09
3.381000000000000000e+03 -1.552731610146661490e-08 1.056653796249839337e-08
3.382000000000000000e+03 -1.651388761523974606e-08 1.800876435733177440e-08
3.383000000000000000e+03 -1.777966612250744434e-08 2.871271785022220451e-08
3.384000000000000000e+03 -1.881539198475597381e-08 3.913887224160012357e-08
3.385000000000000000e+03 -1.931930006718351885e-08 4.412520265604301657e-08
3.386000000000000000e+03 -1.892045245449408168e-08 3.963656990407422157e-08
3.387000000000000000e+03 -1.852628952948363985e-08 2.427970038414275921e-08
3.388000000000000000e+03 -1.901084793545692171e-08 1.313415867252374225e-09
3.389000000000000000e+03 -2.083003749185354709e-08 -2.321747905566795080e-08
3.390000000000000000e+03 -2.303505360892425113e-08 -4.228350349891190234e-08
3.391000000000000000e+03 -2.537556673555308389e-08 -5.117617734941373136e-08
3.392000000000000000e+03 -2.847437654552370963e-08 -4.756061050230297151e-08
3.393000000000000000e+03 -3.355957607699579907e-08 -3.207912035535759596e-08
3.394000000000000000e+03 -3.954102528346882156e-08 -7.204270490771134051e-09
3.395000000000000000e+03 -4.364020910093574426e-08 2.209333618156220635e-08
3.396000000000000000e+03 -4.316149507169963909e-08 5.015271485921330815e-08
3.397000000000000000e+03 -3.897038051279291206e-08 7.147750191085264760e-08
3.398000000000000000e+03 -3.415372898585769202e-08 8.307364140120542859e-08
3.399000000000000000e+03 -3.156535293139005511e-08 8.381314763193270359e-08
3.400000000000000000e+03 -3.047030423962079517e-08 7.458282036908782628e-08
3.401000000000000000e+03 -2.841599259862986674e-08 5.644433398446521687e-08
3.402000000000000000e+03 -2.372991661165284198e-08 3.097632475958743923e-08
3.403000000000000000e+03 -1.822121806484212393e-08 -4.913483003262630291e-10
3.404000000000000000e+03 -1.454136562565424574e-08 -3.484981445296771456e-08
3.405000000000000000e+03 -1.401072432445081899e-08 -6.641820328999270263e-08
3.406000000000000000e+03 -1.537833361588910816e-08 -8.527880082621554551e-08
3.407000000000000000e+03 -1.827799174034130958e-08 -8.023146227413615902e-08
3.408000000000000000e+03 -2.391509265572205497e-08 -4.270020842116054942e-08
3.409000000000000000e+03 -3.386483521009765801e-08 2.695962884374587220e-08
3.410000000000000000e+03 -4.593161588123373254e-08 1.175696749431161778e-07
3.411000000000000000e+03 -5.514896502281685585e-08 2.076258384575081478e-07
3.412000000000000000e+03 -5.684516615804788800e-08 2.715577311110321020e-07
3.413000000000000000e+03 -5.107390886312754112e-08 2.858314873275550060e-07
3.414000000000000000e+03 -4.080579140573032803e-08 2.365106310597789839e-07
3.415000000000000000e+03 -2.890478401066669622e-08 1.234241985702719570e-07
3.416000000000000000e+03 -1.534295436263687294e-08 -3.556901402730105995e-08
3.417000000000000000e+03 -6.827063487337602807e-10 -2.061031008674185899e-07
3.418000000000000000e+03 1.174952710241511175e-08 -3.436723951390241649e-07
3.419000000000000000e+03 1.626012011453978864e-08 -4.083701165115944474e-07
3.420000000000000000e+03 1.059901998472671969e-08 -3.778970035204741612e-07
3.421000000000000000e+03 -2.581412595092513701e-09 -2.557364261022657731e-07
3.422000000000000000e+03 -1.772957520188456644e-08 -6.865914826371453679e-08
3.423000000000000000e+03 -3.174509839882307648e-08 1.392382267782463992e-07
3.424000000000000000e+03 -4.364812083049578042e-08 3.173195352418048704e-07
3.425000000000000000e+03 -5.283329403618007441e-08 4.198061734028174098e-07
3.426000000000000000e+03 -5.665495881971135023e-08 4.209196498769574934e-07
3.427000000000000000e+03 -5.358361886917686598e-08 3.244938772218342208e-07
3.428000000000000000e+03 -4.510299821225964356e-08 1.652158173948522564e-07
3.429000000000000000e+03 -3.624689126290590634e-08 -5.224528965148621806e-09
3.430000000000000000e+03 -3.075726481668144744e-08 -1.370180261792116623e-07
3.431000000000000000e+03 -2.900295321397586166e-08 -1.999426455365422622e-07
3.432000000000000000e+03 -2.787327274535887911e-08 -1.888708139911580460e-07
3.433000000000000000e+03 -2.534147611974333840e-08 -1.221852380610535475e-07
3.434000000000000000e+03 -2.155191938163340490e-08 -3.290127892438719938e-08
3.435000000000000000e+03 -1.869672707490815701e-08 4.103892206263528333e-08
3.436000000000000000e+03 -1.751119846735800630e-08 7.069193451747437833e-08
3.437000000000000000e+03 -1.750183430616237176e-08 4.613999046850844678e-08
3.438000000000000000e+03 -1.732365980627815285e-08 -1.866528238868709685e-08
3.439000000000000000e+03 -1.755922265594237711e-08 -9.326934289232612440e-08
3.440000000000000000e+03 -1.946758158594631884e-08 -1.426165254981561533e-07
3.441000000000000000e+03 -2.400722420419116187e-08 -1.417586527250980023e-07
3.442000000000000000e+03 -2.925260527852997022e-08 -8.366567546262936001e-08
3.443000000000000000e+03 -3.275758157116800454e-08 1.763789463186549363e-08
3.444000000000000000e+03 -3.351456931717309937e-08 1.330489849200558005e-07
3.445000000000000000e+03 -3.416816232642349298e-08 2.270520356548592852e-07
3.446000000000000000e+03 -3.716617800531616464e-08 2.709159146817118569e-07
3.447000000000000000e+03 -4.227076253286754571e-08 2.520238761276510755e-07
3.448000000000000000e+03 -4.552116043853291111e-08 1.796799789204320624e-07
3.449000000000000000e+03 -4.422986275116472135e-08 7.967067773232452164e-08
3.450000000000000000e+03 -3.876001164616180807e-08 -1.609557278243312577e-08
3.451000000000000000e+03 -3.235655268210440192e-08 -8.333102463686279257e-08
3.452000000000000000e+03 -2.680801385489505255e-08 -1.112217454706601203e-07
3.453000000000000000e+03 -2.274465164281323165e-08 -1.037453982948159133e-07
3.454000000000000000e+03 -2.009964207560335807e-08 -7.442291580787648037e-08
3.455000000000000000e+03 -2.010996040739695347e-08 -4.183954348933999226e-08
3.456000000000000000e+03 -2.277328547302912251e-08 -2.105808519941717820e-08
3.457000000000000000e+03 -2.675791209113464933e-08 -1.710365840796416355e-08
3.458000000000000000e+03 -2.916850687875712636e-08 -2.042557060578589595e-08
3.459000000000000000e+03 -2.893640681231647031e-08 -1.404916365598911585e-08
3.460000000000000000e+03 -2.653442590246226490e-08 1.499069821543583025e-08
3.461000000000000000e+03 -2.416548140581820935e-08 6.425093787350613535e-08
3.462000000000000000e+03 -2.293818708406418856e-08 1.176894778971085283e-07
3.463000000000000000e+03 -2.341530951300382777e-08 1.541972324496649188e-07
3.464000000000000000e+03 -2.489533973678506231e-08 1.594787797065854222e-07
3.465000000000000000e+03 -2.771802983937646400e-08 1.294860004592576101e-07
3.466000000000000000e+03 -3.238970632611880840e-08 7.144263129657542907e-08
3.467000000000000000e+03 -3.970960961611243031e-08 9.584362147423944962e-10
3.468000000000000000e+03 -4.754498161506183465e-08 -5.911889634964988826e-08
3.469000000000000000e+03 -5.170175663619858216e-08 -8.655133555288351407e-08
3.470000000000000000e+03 -4.723104494685434609e-08 -6.909101115422740825e-08
3.471000000000000000e+03 -3.352459632389651282e-08 -1.495391164242354694e-08
3.472000000000000000e+03 -1.425274166536818183e-08 4.902330711970337462e-08
3.473000000000000000e+03 3.787602138740177923e-09 8.838186457077626160e-08
3.474000000000000000e+03 1.523784624955034990e-08 8.037224252396816658e-08
3.475000000000000000e+03 1.568161957037330767e-08 2.506496202431908113e-08
3.476000000000000000e+03 2.408628482692603212e-09 -5.345862599644864465e-08
3.477000000000000000e+03 -2.554857342428375864e-08 -1.202721668685108969e-07
3.478000000000000000e+03 -6.245892852922546466e-08 -1.437162953664269553e-07
3.479000000000000000e+03 -9.603116310389981792e-08 -1.087338151507810265e-07
3.480000000000000000e+03 -1.109983924568652377e-07 -2.060712442355247284e-08
3.481000000000000000e+03 -9.924409550905000523e-08 9.468682990763814920e-08
3.482000000000000000e+03 -6.378820923533605299e-08 1.988934235881142772e-07
3.483000000000000000e+03 -1.787147286328251327e-08 2.525750363698178621e-07
3.484000000000000000e+03 2.378158124254486317e-08 2.322848670544849567e-07
3.485000000000000000e+03 4.942497561126117700e-08 1.410980204754588669e-07
3.486000000000000000e+03 5.322118919732210336e-08 1.095763243512289601e-08
3.487000000000000000e+03 3.343932184277637403e-08 -1.114391538638488230e-07
3.488000000000000000e+03 -4.948255467078065462e-09 -1.828709827226149885e-07
3.489000000000000000e+03 -5.039809048324114520e-08 -1.817761056112824324e-07
3.490000000000000000e+03 -8.605305350024954901e-08 -1.130404538726139913e-07
3.491000000000000000e+03 -9.892348360529028367e-08 -5.238023530622077747e-09
3.492000000000000000e+03 -8.565246931199577058e-08 1.021686549731315581e-07
3.493000000000000000e+03 -5.471014652651342191e-08 1.710390179645022914e-07
3.494000000000000000e+03 -1.893735550457555478e-08 1.790549239543331185e-07
3.495000000000000000e+03 9.439981225078582039e-09 1.263406506661839291e-07
3.496000000000000000e+03 2.278315892756864500e-08 3.709003451094855862e-08
3.497000000000000000e+03 1.627636968202775752e-08 -5.150628699124296338e-08
3.498000000000000000e+03 -9.213004039653118642e-09 -1.029796503526400659e-07
3.499000000000000000e+03 -4.609545994609538362e-08 -9.771649870044876678e-08
3.500000000000000000e+03 -7.920365535422392917e-08 -3.852425151981382166e-08
3.501000000000000000e+03 -9.406886105920133513e-08 4.989819530894472641e-08
3.502000000000000000e+03 -8.370679825019581592e-08 1.325714716108758116e-07
3.503000000000000000e+03 -5.359470863359869433e-08 1.760941938220470639e-07
3.504000000000000000e+03 -1.624578319148022074e-08 1.630649079343952023e-07
3.505000000000000000e+03 1.385299980305327416e-08 9.758880716813597641e-08
3.506000000000000000e+03 2.681559877365284946e-08 5.561157745768035586e-09
3.507000000000000000e+03 1.808466349387425417e-08 -7.759741407095991671e-08
3.508000000000000000e+03 -8.292611478774122410e-09 -1.205347835666678151e-07
3.509000000000000000e+03 -4.124040676251424723e-08 -1.107821910311502954e-07
3.510000000000000000e+03 -6.496451252814967572e-08 -5.703717627701629509e-08
3.511000000000000000e+03 -6.885367454510717737e-08 1.525353780855187993e-08
3.512000000000000000e+03 -5.271824285189749091e-08 7.793637207532633890e-08
3.513000000000000000e+03 -2.838870674856600494e-08 1.097583376269652915e-07
3.514000000000000000e+03 -1.036376580468299451e-08 1.046383217986256497e-07
3.515000000000000000e+03 -8.621504800191112156e-09 7.030218914753691393e-08
3.516000000000000000e+03 -2.262453574898637206e-08 2.587762475701348624e-08
3.517000000000000000e+03 -4.490849339584721184e-08 -7.847848922822301881e-09
3.518000000000000000e+03 -6.378791400967247524e-08 -1.562484205323709463e-08
3.519000000000000000e+03 -6.958290112781524017e-08 3.532674111519379690e-09
3.520000000000000000e+03 -5.652375455130248268e-08 3.775941509855117575e-08
3.521000000000000000e+03 -2.790990089319119807e-08 6.707858189761840678e-08
3.522000000000000000e+03 4.988698911200466391e-09 7.601317267284858478e-08
3.523000000000000000e+03 2.549454646378969920e-08 5.981676610363697958e-08
3.524000000000000000e+03 2.258318043436246145e-08 2.761915508976706329e-08
3.525000000000000000e+03 -3.060126650093819266e-09 -5.561852412129021824e-09
3.526000000000000000e+03 -3.688002773469696488e-08 -2.521763948827271018e-08
3.527000000000000000e+03 -6.110232127809534251e-08 -2.533470872871711650e-08
